2455480.529186	-26.909975	0.971355	0	2
2455480.532970	-26.058843	0.880169	0	2
2455480.536778	-26.244486	0.930093	0	2
2455482.554786	-25.645222	0.707811	0	2
2455484.542056	-27.186795	1.028638	0	2
2455484.545828	-26.136740	1.065413	0	2
2455484.549671	-24.017564	1.016694	0	2
2455485.527184	-25.766756	0.864068	0	2
2455485.532971	-27.967751	0.891412	0	2
2455487.543214	-26.158314	0.808873	0	2
2455487.548897	-23.138260	0.803534	0	2
2455493.544252	-25.229085	0.793201	0	2
2455493.550478	-23.168274	0.810440	0	2
2455495.535877	-22.710575	0.802492	0	2
2455495.541664	-25.642209	0.850836	0	2
2455498.517820	-24.342041	1.327692	0	2
2455498.523445	-24.738223	1.200196	0	2
2455500.544007	-24.476855	0.683673	0	2
2455500.549389	-24.813524	0.744348	0	2
2455501.547102	-24.783974	0.605317	0	2
2455501.552738	-26.031797	0.578445	0	2
2455505.514789	-24.965633	0.688526	0	2
2455505.520425	-25.963370	0.681455	0	2
2455507.517142	-27.398443	0.529962	0	2
2455507.522824	-26.516546	0.540417	0	2
2455509.518050	-26.509772	0.760523	0	2
2455509.523524	-26.058801	0.709529	0	2
2455511.516449	-28.045351	0.796997	0	2
2455511.521935	-25.840348	0.793324	0	2
2455513.504562	-26.063860	0.836669	0	2
2455513.510244	-26.656020	0.882170	0	2
2455514.505835	-28.058961	0.671812	0	2
2455514.511356	-26.642215	0.683432	0	2
2455519.503938	-24.641989	1.033370	0	2
2455519.508811	-25.135445	0.996146	0	2
2455523.508036	-23.856297	0.829835	0	2
2455523.513036	-22.994255	0.865769	0	2
2455524.521481	-24.709671	0.667948	0	2
2455524.526446	-24.308004	0.678388	0	2
2455653.900831	-25.612029	0.744608	0	2
2455653.906410	-24.161106	0.736194	0	2
2455654.900357	-24.436787	0.814117	0	2
2455654.905936	-24.084025	0.731415	0	2
2455657.909222	-24.104658	0.605709	0	2
2455657.914813	-23.667872	0.631733	0	2
2455659.907949	-23.898066	0.769486	0	2
2455659.913540	-23.238369	0.803020	0	2
2455660.901884	-24.754074	0.502349	0	2
2455662.902485	-24.200224	0.948916	0	2
2455662.908180	-24.067169	0.909242	0	2
2455663.839263	-26.097182	1.737212	0	2
2455672.897729	-25.596039	0.653920	0	2
2455672.902775	-25.939332	0.601277	0	2
2455675.905453	-25.957415	0.422700	0	2
2455679.879903	-24.345286	0.504578	0	2
2455679.885123	-25.711920	0.513702	0	2
2455712.893679	-25.516104	0.560355	0	2
2455715.864679	-22.931541	1.363467	0	2
2455715.867376	-28.616863	1.418842	0	2
2455715.869992	-25.093281	1.436778	0	2
2455715.872747	-24.781614	1.484829	0	2
2455727.859452	-23.690321	1.056398	0	2
2455727.863145	-25.870346	1.033327	0	2
2455727.866953	-25.899190	1.119485	0	2
2455735.809170	-25.001888	0.526032	0	2
2455754.777241	-23.310355	1.091349	0	2
2455755.755721	-27.691015	0.768792	0	2
2455769.736300	-23.807786	0.677532	0	2
2455769.742075	-25.737885	0.770313	0	2
2455776.628483	-24.967384	0.712348	0	2
2455782.624998	-26.013016	0.761072	0	2
2455784.737667	-26.498015	0.545366	0	2
2455801.526698	-24.288917	1.273141	0	2
2455801.531628	-26.351823	1.177162	0	2
2455804.632333	-26.712023	1.120566	0	2
2455804.637669	-26.500980	1.032150	0	2
2455807.626267	-25.803456	0.965710	0	2
2455807.631162	-27.246843	0.886584	0	2
2455810.581550	-26.536934	0.754194	0	2
2455810.586723	-26.643570	0.797392	0	2
2455816.587002	-27.268074	0.959785	0	2
2455816.590578	-24.693999	0.889883	0	2
2455816.594154	-25.997669	0.876464	0	2
2455834.622073	-25.259445	0.577372	0	2
2455834.627593	-25.841078	0.576524	0	2
2455836.585712	-26.404099	0.680522	0	2
2455836.591440	-25.180084	0.679136	0	2
2455839.585007	-23.458640	0.910132	0	2
2455839.590794	-25.200869	0.919769	0	2
2455842.549547	-22.047028	1.066299	0	2
2455842.555033	-25.918735	0.873203	0	2
2455845.575633	-25.259730	1.067738	0	2
2455845.581258	-25.817378	0.922401	0	2
2455870.498785	-26.611150	0.730627	0	2
2455870.504422	-27.219360	0.718479	0	2
2455874.532217	-26.523893	1.027595	0	2
2455874.537437	-24.043101	1.390676	0	2
2455878.549549	-26.332169	1.360956	0	2
2455878.554965	-27.171511	1.321422	0	2
2456020.892743	-26.398556	0.800504	0	2
2456020.898160	-24.498061	0.781449	0	2
2456022.889397	-25.350339	0.994688	0	2
2456022.894884	-26.468069	1.113054	0	2
2456024.891353	-25.969708	0.857313	0	2
2456024.897048	-25.325267	0.814076	0	2
2456028.922257	-26.626536	0.690565	0	2
2456029.892891	-27.734634	1.086998	0	2
2456029.898354	-24.980386	1.038533	0	2
2456031.852968	-23.499732	0.817617	0	2
2456052.857065	-27.077636	0.812636	0	2
2456052.862482	-25.515691	0.787680	0	2
2456053.851639	-27.718607	0.874947	0	2
2456053.857114	-24.875823	0.828685	0	2
2456054.839916	-26.614037	0.533012	0	2
2456055.886865	-26.560052	0.509706	0	2
2456056.818146	-25.035898	0.893302	0	2
2456056.823714	-25.575505	0.813986	0	2
2456078.843392	-24.518196	0.647558	0	2
2456078.849075	-24.174693	0.632973	0	2
2456081.832748	-22.774279	0.796018	0	2
2456081.838651	-23.542613	0.647447	0	2
2456085.820521	-24.535394	0.878497	0	2
2456085.826250	-25.784214	0.917873	0	2
2456088.742747	-24.555140	0.549399	0	2
2456092.900369	-25.520468	0.628826	0	2
2456115.815540	-24.478774	0.776191	0	2
2456118.809984	-25.405570	0.512854	0	2
2456121.820367	-25.220090	1.411859	0	2
2456149.686124	-25.751686	0.845009	0	2
2456154.723489	-23.590960	0.865117	0	2
2456154.728442	-25.978785	1.281739	0	2
2456166.527551	-23.896330	0.645517	0	2
2456168.609469	-25.596469	0.971404	0	2
2456168.615105	-23.735823	0.857956	0	2
2456171.510563	-25.064368	0.523911	0	2
2456173.694840	-23.658056	0.870055	0	2
2456181.612869	-25.749650	0.609426	0	2
2456186.623747	-24.370201	0.538290	0	2
2456189.666838	-25.693203	1.709832	0	2
2456190.592865	-21.505898	0.873280	0	2
2456190.598548	-22.814816	0.820368	0	2
2456195.586272	-23.991425	0.911842	0	2
2456195.591793	-25.301327	0.913007	0	2
2456198.564091	-19.336707	1.186346	0	2
