#epoch value error jitter_flag offset_flag subset_flag
  59332.836022       2.067      14.380     0   0   -1
  59332.840022       0.147      14.731     0   0   -1
  59332.847022       1.149      14.202     0   0   -1
  59334.861022       -2.479     13.983     0   0   -1
  59334.868022       6.897      13.823     0   0   -1
  59334.872022       -1.130     14.023     0   0   -1
  59336.947022       2.431      13.457     0   0   -1
  59336.958022       -0.925     14.019     0   0   -1
  59336.962022       1.299      13.632     0   0   -1
  59337.837022       3.649      13.722     0   0   -1
  59337.844022       -3.303     13.806     0   0   -1
  59337.852022       -0.409     13.768     0   0   -1
  59338.901022       2.016      13.758     0   0   -1
  59338.908022       6.843      13.926     0   0   -1
  59338.912022       4.449      13.995     0   0   -1
  59339.831022       2.980      14.714     0   0   -1
  59339.835022       -1.174     14.327     0   0   -1
  59339.839022       -0.196     14.029     0   0   -1
  59341.879022       0.000      13.547     0   0   -1
  59341.883022       1.219      13.613     0   0   -1
  59341.886022       3.360      13.768     0   0   -1
  59342.827022       2.465      14.002     0   0   -1
  59342.835022       -0.654     13.765     0   0   -1
  59342.838022       -4.258     14.591     0   0   -1
  59343.864022       -3.412     13.538     0   0   -1
  59343.872022       -2.075     14.086     0   0   -1
  59343.875022       0.844      13.452     0   0   -1
  59348.951022       1.189      13.311     0   0   -1
  59348.959022       3.238      13.481     0   0   -1
  59348.970022       3.249      13.954     0   0   -1
  59351.925022       -2.967     13.781     0   0   -1
  59351.929022       -0.519     13.392     0   0   -1
  59351.933022       -0.570     14.151     0   0   -1
  59352.840022       1.785      14.692     0   0   -1
  59352.851022       -0.333     14.454     0   0   -1
  59352.855022       -4.368     14.657     0   0   -1
  59354.913022       0.104      14.480     0   0   -1
  59354.921022       0.221      14.029     0   0   -1
  59354.928022       0.973      13.333     0   0   -1
  59356.918022       -2.015     14.305     0   0   -1
  59356.929022       -3.078     14.340     0   0   -1
  59356.933022       -3.000     13.656     0   0   -1
  59357.975022       5.929      13.463     0   0   -1
  59357.982022       1.506      13.471     0   0   -1
  59357.990022       0.622      13.926     0   0   -1
  59358.889022       -6.213     14.028     0   0   -1
  59358.893022       -5.526     14.242     0   0   -1
  59358.897022       -2.883     13.671     0   0   -1
  59359.898022       -5.260     13.985     0   0   -1
  59359.901022       -2.184     14.314     0   0   -1
  59359.913022       -2.767     13.851     0   0   -1
  59333.151961       -0.861     9.672      1   1   -1
  59333.152667       -0.510     10.377     1   1   -1
  59333.153373       3.311      10.505     1   1   -1
  59336.044295       3.816      10.265     1   1   -1
  59336.045745       8.472      10.503     1   1   -1
  59336.046451       3.493      10.645     1   1   -1
  59337.054588       6.235      11.552     1   1   -1
  59337.055294       3.957      11.645     1   1   -1
  59337.055999       7.808      11.790     1   1   -1
  59338.142666       0.000      10.103     1   1   -1
  59338.143375       2.067      9.615      1   1   -1
  59338.144784       -1.357     10.186     1   1   -1
  59339.164449       -4.436     9.908      1   1   -1
  59339.165155       -5.405     10.580     1   1   -1
  59339.166567       -2.834     10.402     1   1   -1
  59340.102238       0.076      10.481     1   1   -1
  59340.103650       -2.663     9.961      1   1   -1
  59340.104356       -0.631     10.235     1   1   -1
  59341.060305       -1.843     11.610     1   1   -1
  59341.061717       -4.246     10.959     1   1   -1
  59341.062423       -0.291     9.970      1   1   -1
  59342.127214       -3.421     9.725      1   1   -1
  59342.128626       -2.435     10.098     1   1   -1
  59342.129333       -1.321     9.438      1   1   -1
  59343.096509       0.989      10.722     1   1   -1
