# time Tc_folded Tref_folded model model_err 
59318.211098 0.000000 0.000000    -4.634857     0.824608 
59318.265916 0.000000 0.000000    -4.635745     0.824369 
59318.320735 0.000000 0.000000    -4.636301     0.824132 
59318.375553 0.000000 0.000000    -4.636521     0.823899 
59318.430372 0.000000 0.000000    -4.636403     0.823669 
59318.485190 0.000000 0.000000    -4.635942     0.823442 
59318.540009 0.000000 0.000000    -4.635136     0.823219 
59318.594827 0.000000 0.000000    -4.633980     0.822999 
59318.649645 0.000000 0.000000    -4.632474     0.822784 
59318.704464 0.000000 0.000000    -4.630612     0.822572 
59318.759282 0.000000 0.000000    -4.628394     0.822364 
59318.814101 0.000000 0.000000    -4.625816     0.822161 
59318.868919 0.000000 0.000000    -4.622876     0.821963 
59318.923738 0.000000 0.000000    -4.619573     0.821769 
59318.978556 0.000000 0.000000    -4.615904     0.821580 
59319.033374 0.000000 0.000000    -4.611868     0.821396 
59319.088193 0.000000 0.000000    -4.607464     0.821217 
59319.143011 0.000000 0.000000    -4.602689     0.821044 
59319.197830 0.000000 0.000000    -4.597544     0.820876 
59319.252648 0.000000 0.000000    -4.592027     0.820714 
59319.307467 0.000000 0.000000    -4.586137     0.820557 
59319.362285 0.000000 0.000000    -4.579874     0.820407 
59319.417103 0.000000 0.000000    -4.573238     0.820262 
59319.471922 0.000000 0.000000    -4.566229     0.820124 
59319.526740 0.000000 0.000000    -4.558846     0.819993 
59319.581559 0.000000 0.000000    -4.551090     0.819867 
59319.636377 0.000000 0.000000    -4.542961     0.819749 
59319.691196 0.000000 0.000000    -4.534460     0.819637 
59319.746014 0.000000 0.000000    -4.525588     0.819532 
59319.800832 0.000000 0.000000    -4.516346     0.819434 
59319.855651 0.000000 0.000000    -4.506736     0.819343 
59319.910469 0.000000 0.000000    -4.496758     0.819259 
59319.965288 0.000000 0.000000    -4.486414     0.819182 
59320.020106 0.000000 0.000000    -4.475707     0.819112 
59320.074925 0.000000 0.000000    -4.464637     0.819050 
59320.129743 0.000000 0.000000    -4.453209     0.818995 
59320.184561 0.000000 0.000000    -4.441423     0.818948 
59320.239380 0.000000 0.000000    -4.429283     0.818908 
59320.294198 0.000000 0.000000    -4.416791     0.818875 
59320.349017 0.000000 0.000000    -4.403951     0.818850 
59320.403835 0.000000 0.000000    -4.390766     0.818833 
59320.458654 0.000000 0.000000    -4.377238     0.818823 
59320.513472 0.000000 0.000000    -4.363373     0.818821 
59320.568290 0.000000 0.000000    -4.349173     0.818826 
59320.623109 0.000000 0.000000    -4.334642     0.818838 
59320.677927 0.000000 0.000000    -4.319786     0.818858 
59320.732746 0.000000 0.000000    -4.304607     0.818886 
59320.787564 0.000000 0.000000    -4.289111     0.818921 
59320.842383 0.000000 0.000000    -4.273302     0.818963 
59320.897201 0.000000 0.000000    -4.257186     0.819012 
59320.952019 0.000000 0.000000    -4.240767     0.819069 
59321.006838 0.000000 0.000000    -4.224051     0.819133 
59321.061656 0.000000 0.000000    -4.207043     0.819203 
59321.116475 0.000000 0.000000    -4.189749     0.819281 
59321.171293 0.000000 0.000000    -4.172175     0.819365 
59321.226112 0.000000 0.000000    -4.154326     0.819455 
59321.280930 0.000000 0.000000    -4.136209     0.819553 
59321.335748 0.000000 0.000000    -4.117829     0.819656 
59321.390567 0.000000 0.000000    -4.099195     0.819765 
59321.445385 0.000000 0.000000    -4.080312     0.819881 
59321.500204 0.000000 0.000000    -4.061186     0.820002 
59321.555022 0.000000 0.000000    -4.041826     0.820128 
59321.609841 0.000000 0.000000    -4.022238     0.820260 
59321.664659 0.000000 0.000000    -4.002429     0.820397 
59321.719477 0.000000 0.000000    -3.982407     0.820539 
59321.774296 0.000000 0.000000    -3.962180     0.820686 
59321.829114 0.000000 0.000000    -3.941754     0.820836 
59321.883933 0.000000 0.000000    -3.921139     0.820991 
59321.938751 0.000000 0.000000    -3.900341     0.821150 
59321.993569 0.000000 0.000000    -3.879369     0.821312 
59322.048388 0.000000 0.000000    -3.858232     0.821477 
59322.103206 0.000000 0.000000    -3.836938     0.821646 
59322.158025 0.000000 0.000000    -3.815494     0.821816 
59322.212843 0.000000 0.000000    -3.793910     0.821990 
59322.267662 0.000000 0.000000    -3.772195     0.822165 
59322.322480 0.000000 0.000000    -3.750358     0.822341 
59322.377298 0.000000 0.000000    -3.728407     0.822519 
59322.432117 0.000000 0.000000    -3.706351     0.822698 
59322.486935 0.000000 0.000000    -3.684200     0.822877 
59322.541754 0.000000 0.000000    -3.661962     0.823056 
59322.596572 0.000000 0.000000    -3.639648     0.823235 
59322.651391 0.000000 0.000000    -3.617267     0.823414 
59322.706209 0.000000 0.000000    -3.594828     0.823591 
59322.761027 0.000000 0.000000    -3.572341     0.823767 
59322.815846 0.000000 0.000000    -3.549816     0.823941 
59322.870664 0.000000 0.000000    -3.527262     0.824112 
59322.925483 0.000000 0.000000    -3.504689     0.824281 
59322.980301 0.000000 0.000000    -3.482108     0.824446 
59323.035120 0.000000 0.000000    -3.459527     0.824608 
59323.089938 0.000000 0.000000    -3.436958     0.824765 
59323.144756 0.000000 0.000000    -3.414410     0.824918 
59323.199575 0.000000 0.000000    -3.391894     0.825066 
59323.254393 0.000000 0.000000    -3.369419     0.825208 
59323.309212 0.000000 0.000000    -3.346996     0.825345 
59323.364030 0.000000 0.000000    -3.324635     0.825474 
59323.418849 0.000000 0.000000    -3.302347     0.825597 
59323.473667 0.000000 0.000000    -3.280141     0.825712 
59323.528485 0.000000 0.000000    -3.258028     0.825820 
59323.583304 0.000000 0.000000    -3.236019     0.825918 
59323.638122 0.000000 0.000000    -3.214123     0.826008 
59323.692941 0.000000 0.000000    -3.192352     0.826088 
59323.747759 0.000000 0.000000    -3.170715     0.826159 
59323.802578 0.000000 0.000000    -3.149223     0.826218 
59323.857396 0.000000 0.000000    -3.127887     0.826267 
59323.912214 0.000000 0.000000    -3.106716     0.826304 
59323.967033 0.000000 0.000000    -3.085721     0.826329 
59324.021851 0.000000 0.000000    -3.064912     0.826341 
59324.076670 0.000000 0.000000    -3.044300     0.826340 
59324.131488 0.000000 0.000000    -3.023895     0.826326 
59324.186307 0.000000 0.000000    -3.003707     0.826297 
59324.241125 0.000000 0.000000    -2.983747     0.826253 
59324.295943 0.000000 0.000000    -2.964024     0.826195 
59324.350762 0.000000 0.000000    -2.944548     0.826120 
59324.405580 0.000000 0.000000    -2.925330     0.826029 
59324.460399 0.000000 0.000000    -2.906380     0.825922 
59324.515217 0.000000 0.000000    -2.887708     0.825797 
59324.570036 0.000000 0.000000    -2.869322     0.825654 
59324.624854 0.000000 0.000000    -2.851234     0.825492 
59324.679672 0.000000 0.000000    -2.833453     0.825312 
59324.734491 0.000000 0.000000    -2.815989     0.825112 
59324.789309 0.000000 0.000000    -2.798850     0.824893 
59324.844128 0.000000 0.000000    -2.782047     0.824653 
59324.898946 0.000000 0.000000    -2.765589     0.824392 
59324.953765 0.000000 0.000000    -2.749486     0.824109 
59325.008583 0.000000 0.000000    -2.733745     0.823804 
59325.063401 0.000000 0.000000    -2.718377     0.823477 
59325.118220 0.000000 0.000000    -2.703390     0.823127 
59325.173038 0.000000 0.000000    -2.688794     0.822753 
59325.227857 0.000000 0.000000    -2.674596     0.822355 
59325.282675 0.000000 0.000000    -2.660805     0.821933 
59325.337494 0.000000 0.000000    -2.647430     0.821486 
59325.392312 0.000000 0.000000    -2.634480     0.821013 
59325.447130 0.000000 0.000000    -2.621961     0.820515 
59325.501949 0.000000 0.000000    -2.609883     0.819990 
59325.556767 0.000000 0.000000    -2.598253     0.819438 
59325.611586 0.000000 0.000000    -2.587079     0.818859 
59325.666404 0.000000 0.000000    -2.576369     0.818252 
59325.721223 0.000000 0.000000    -2.566129     0.817616 
59325.776041 0.000000 0.000000    -2.556367     0.816952 
59325.830859 0.000000 0.000000    -2.547091     0.816259 
59325.885678 0.000000 0.000000    -2.538306     0.815537 
59325.940496 0.000000 0.000000    -2.530020     0.814784 
59325.995315 0.000000 0.000000    -2.522240     0.814001 
59326.050133 0.000000 0.000000    -2.514971     0.813187 
59326.104952 0.000000 0.000000    -2.508221     0.812343 
59326.159770 0.000000 0.000000    -2.501994     0.811466 
59326.214588 0.000000 0.000000    -2.496297     0.810557 
59326.269407 0.000000 0.000000    -2.491135     0.809617 
59326.324225 0.000000 0.000000    -2.486514     0.808643 
59326.379044 0.000000 0.000000    -2.482439     0.807636 
59326.433862 0.000000 0.000000    -2.478914     0.806596 
59326.488681 0.000000 0.000000    -2.475946     0.805522 
59326.543499 0.000000 0.000000    -2.473538     0.804414 
59326.598317 0.000000 0.000000    -2.471695     0.803271 
59326.653136 0.000000 0.000000    -2.470421     0.802094 
59326.707954 0.000000 0.000000    -2.469720     0.800881 
59326.762773 0.000000 0.000000    -2.469595     0.799633 
59326.817591 0.000000 0.000000    -2.470051     0.798349 
59326.872410 0.000000 0.000000    -2.471090     0.797029 
59326.927228 0.000000 0.000000    -2.472716     0.795673 
59326.982046 0.000000 0.000000    -2.474931     0.794281 
59327.036865 0.000000 0.000000    -2.477738     0.792851 
59327.091683 0.000000 0.000000    -2.481139     0.791385 
59327.146502 0.000000 0.000000    -2.485137     0.789881 
59327.201320 0.000000 0.000000    -2.489734     0.788340 
59327.256139 0.000000 0.000000    -2.494931     0.786760 
59327.310957 0.000000 0.000000    -2.500729     0.785143 
59327.365775 0.000000 0.000000    -2.507130     0.783488 
59327.420594 0.000000 0.000000    -2.514135     0.781794 
59327.475412 0.000000 0.000000    -2.521744     0.780062 
59327.530231 0.000000 0.000000    -2.529959     0.778291 
59327.585049 0.000000 0.000000    -2.538779     0.776482 
59327.639868 0.000000 0.000000    -2.548204     0.774633 
59327.694686 0.000000 0.000000    -2.558234     0.772745 
59327.749504 0.000000 0.000000    -2.568868     0.770818 
59327.804323 0.000000 0.000000    -2.580107     0.768852 
59327.859141 0.000000 0.000000    -2.591948     0.766846 
59327.913960 0.000000 0.000000    -2.604391     0.764800 
59327.968778 0.000000 0.000000    -2.617434     0.762715 
59328.023597 0.000000 0.000000    -2.631076     0.760590 
59328.078415 0.000000 0.000000    -2.645314     0.758426 
59328.133233 0.000000 0.000000    -2.660146     0.756222 
59328.188052 0.000000 0.000000    -2.675571     0.753977 
59328.242870 0.000000 0.000000    -2.691584     0.751694 
59328.297689 0.000000 0.000000    -2.708184     0.749370 
59328.352507 0.000000 0.000000    -2.725367     0.747006 
59328.407326 0.000000 0.000000    -2.743130     0.744603 
59328.462144 0.000000 0.000000    -2.761469     0.742160 
59328.516962 0.000000 0.000000    -2.780381     0.739677 
59328.571781 0.000000 0.000000    -2.799860     0.737155 
59328.626599 0.000000 0.000000    -2.819903     0.734593 
59328.681418 0.000000 0.000000    -2.840506     0.731992 
59328.736236 0.000000 0.000000    -2.861662     0.729351 
59328.791054 0.000000 0.000000    -2.883369     0.726671 
59328.845873 0.000000 0.000000    -2.905619     0.723952 
59328.900691 0.000000 0.000000    -2.928408     0.721194 
59328.955510 0.000000 0.000000    -2.951729     0.718397 
59329.010328 0.000000 0.000000    -2.975578     0.715562 
59329.065147 0.000000 0.000000    -2.999947     0.712688 
59329.119965 0.000000 0.000000    -3.024831     0.709776 
59329.174783 0.000000 0.000000    -3.050222     0.706826 
59329.229602 0.000000 0.000000    -3.076115     0.703839 
59329.284420 0.000000 0.000000    -3.102501     0.700814 
59329.339239 0.000000 0.000000    -3.129374     0.697751 
59329.394057 0.000000 0.000000    -3.156727     0.694652 
59329.448876 0.000000 0.000000    -3.184551     0.691516 
59329.503694 0.000000 0.000000    -3.212838     0.688344 
59329.558512 0.000000 0.000000    -3.241582     0.685136 
59329.613331 0.000000 0.000000    -3.270773     0.681892 
59329.668149 0.000000 0.000000    -3.300403     0.678613 
59329.722968 0.000000 0.000000    -3.330464     0.675300 
59329.777786 0.000000 0.000000    -3.360946     0.671951 
59329.832605 0.000000 0.000000    -3.391842     0.668569 
59329.887423 0.000000 0.000000    -3.423141     0.665154 
59329.942241 0.000000 0.000000    -3.454834     0.661705 
59329.997060 0.000000 0.000000    -3.486912     0.658223 
59330.051878 0.000000 0.000000    -3.519366     0.654710 
59330.106697 0.000000 0.000000    -3.552185     0.651165 
59330.161515 0.000000 0.000000    -3.585360     0.647589 
59330.216334 0.000000 0.000000    -3.618880     0.643982 
59330.271152 0.000000 0.000000    -3.652736     0.640346 
59330.325970 0.000000 0.000000    -3.686917     0.636680 
59330.380789 0.000000 0.000000    -3.721411     0.632986 
59330.435607 0.000000 0.000000    -3.756210     0.629264 
59330.490426 0.000000 0.000000    -3.791302     0.625514 
59330.545244 0.000000 0.000000    -3.826675     0.621738 
59330.600063 0.000000 0.000000    -3.862320     0.617936 
59330.654881 0.000000 0.000000    -3.898225     0.614109 
