# time Tc_folded Tref_folded model model_err 
59329.481866 0.000000 0.000000    -6.917976     1.436117 
59329.519476 0.000000 0.000000    -6.905915     1.424154 
59329.557086 0.000000 0.000000    -6.892454     1.412182 
59329.594696 0.000000 0.000000    -6.877592     1.400200 
59329.632306 0.000000 0.000000    -6.861326     1.388210 
59329.669917 0.000000 0.000000    -6.843657     1.376213 
59329.707527 0.000000 0.000000    -6.824584     1.364212 
59329.745137 0.000000 0.000000    -6.804107     1.352207 
59329.782747 0.000000 0.000000    -6.782228     1.340199 
59329.820357 0.000000 0.000000    -6.758949     1.328191 
59329.857967 0.000000 0.000000    -6.734272     1.316184 
59329.895578 0.000000 0.000000    -6.708201     1.304180 
59329.933188 0.000000 0.000000    -6.680739     1.292180 
59329.970798 0.000000 0.000000    -6.651892     1.280186 
59330.008408 0.000000 0.000000    -6.621664     1.268201 
59330.046018 0.000000 0.000000    -6.590061     1.256225 
59330.083628 0.000000 0.000000    -6.557091     1.244261 
59330.121238 0.000000 0.000000    -6.522760     1.232311 
59330.158849 0.000000 0.000000    -6.487076     1.220377 
59330.196459 0.000000 0.000000    -6.450048     1.208462 
59330.234069 0.000000 0.000000    -6.411686     1.196568 
59330.271679 0.000000 0.000000    -6.371999     1.184696 
59330.309289 0.000000 0.000000    -6.330998     1.172851 
59330.346899 0.000000 0.000000    -6.288694     1.161034 
59330.384510 0.000000 0.000000    -6.245099     1.149248 
59330.422120 0.000000 0.000000    -6.200225     1.137495 
59330.459730 0.000000 0.000000    -6.154086     1.125780 
59330.497340 0.000000 0.000000    -6.106696     1.114105 
59330.534950 0.000000 0.000000    -6.058068     1.102473 
59330.572560 0.000000 0.000000    -6.008218     1.090888 
59330.610170 0.000000 0.000000    -5.957161     1.079352 
59330.647781 0.000000 0.000000    -5.904913     1.067871 
59330.685391 0.000000 0.000000    -5.851491     1.056446 
59330.723001 0.000000 0.000000    -5.796912     1.045084 
59330.760611 0.000000 0.000000    -5.741195     1.033787 
59330.798221 0.000000 0.000000    -5.684357     1.022560 
59330.835831 0.000000 0.000000    -5.626418     1.011407 
59330.873442 0.000000 0.000000    -5.567396     1.000333 
59330.911052 0.000000 0.000000    -5.507312     0.989343 
59330.948662 0.000000 0.000000    -5.446186     0.978442 
59330.986272 0.000000 0.000000    -5.384039     0.967635 
59331.023882 0.000000 0.000000    -5.320894     0.956927 
59331.061492 0.000000 0.000000    -5.256770     0.946324 
59331.099102 0.000000 0.000000    -5.191692     0.935832 
59331.136713 0.000000 0.000000    -5.125681     0.925457 
59331.174323 0.000000 0.000000    -5.058761     0.915204 
59331.211933 0.000000 0.000000    -4.990957     0.905080 
59331.249543 0.000000 0.000000    -4.922290     0.895092 
59331.287153 0.000000 0.000000    -4.852788     0.885246 
59331.324763 0.000000 0.000000    -4.782473     0.875549 
59331.362374 0.000000 0.000000    -4.711372     0.866007 
59331.399984 0.000000 0.000000    -4.639510     0.856628 
59331.437594 0.000000 0.000000    -4.566913     0.847419 
59331.475204 0.000000 0.000000    -4.493607     0.838387 
59331.512814 0.000000 0.000000    -4.419619     0.829538 
59331.550424 0.000000 0.000000    -4.344976     0.820880 
59331.588035 0.000000 0.000000    -4.269704     0.812420 
59331.625645 0.000000 0.000000    -4.193833     0.804165 
59331.663255 0.000000 0.000000    -4.117388     0.796121 
59331.700865 0.000000 0.000000    -4.040399     0.788295 
59331.738475 0.000000 0.000000    -3.962892     0.780693 
59331.776085 0.000000 0.000000    -3.884898     0.773321 
59331.813695 0.000000 0.000000    -3.806444     0.766184 
59331.851306 0.000000 0.000000    -3.727559     0.759287 
59331.888916 0.000000 0.000000    -3.648272     0.752634 
59331.926526 0.000000 0.000000    -3.568612     0.746230 
59331.964136 0.000000 0.000000    -3.488609     0.740077 
59332.001746 0.000000 0.000000    -3.408291     0.734178 
59332.039356 0.000000 0.000000    -3.327689     0.728535 
