# time Tc_folded Tref_folded model model_err 
2453115.032645 0.000000 0.000000    -0.000000     1.353369 
2453116.705158 0.000000 0.000000    -0.000000     1.353369 
2453118.377671 0.000000 0.000000    -0.000000     1.353369 
2453120.050184 0.000000 0.000000    -0.000000     1.353369 
2453121.722697 0.000000 0.000000    -0.000000     1.353369 
2453123.395210 0.000000 0.000000    -0.000000     1.353369 
2453125.067724 0.000000 0.000000    -0.000000     1.353369 
2453126.740237 0.000000 0.000000    -0.000000     1.353369 
2453128.412750 0.000000 0.000000    -0.000000     1.353369 
2453130.085263 0.000000 0.000000    -0.000000     1.353369 
2453131.757776 0.000000 0.000000    -0.000000     1.353369 
2453133.430289 0.000000 0.000000    -0.000000     1.353369 
2453135.102802 0.000000 0.000000    -0.000000     1.353369 
2453136.775315 0.000000 0.000000    -0.000000     1.353369 
2453138.447828 0.000000 0.000000    -0.000000     1.353369 
2453140.120341 0.000000 0.000000    -0.000000     1.353369 
2453141.792855 0.000000 0.000000    -0.000000     1.353369 
2453143.465368 0.000000 0.000000    -0.000000     1.353369 
2453145.137881 0.000000 0.000000    -0.000000     1.353369 
2453146.810394 0.000000 0.000000    -0.000000     1.353369 
2453148.482907 0.000000 0.000000    -0.000000     1.353369 
2453150.155420 0.000000 0.000000    -0.000000     1.353369 
2453151.827933 0.000000 0.000000    -0.000000     1.353369 
2453153.500446 0.000000 0.000000    -0.000000     1.353369 
2453155.172959 0.000000 0.000000    -0.000000     1.353369 
2453156.845472 0.000000 0.000000    -0.000000     1.353369 
2453158.517986 0.000000 0.000000    -0.000000     1.353369 
2453160.190499 0.000000 0.000000    -0.000000     1.353369 
2453161.863012 0.000000 0.000000    -0.000000     1.353369 
2453163.535525 0.000000 0.000000    -0.000000     1.353369 
2453165.208038 0.000000 0.000000    -0.000000     1.353369 
2453166.880551 0.000000 0.000000    -0.000000     1.353369 
2453168.553064 0.000000 0.000000    -0.000000     1.353369 
2453170.225577 0.000000 0.000000    -0.000000     1.353369 
2453171.898090 0.000000 0.000000    -0.000000     1.353369 
2453173.570603 0.000000 0.000000    -0.000000     1.353369 
2453175.243116 0.000000 0.000000    -0.000000     1.353369 
2453176.915630 0.000000 0.000000    -0.000000     1.353369 
2453178.588143 0.000000 0.000000    -0.000000     1.353369 
2453180.260656 0.000000 0.000000    -0.000000     1.353369 
2453181.933169 0.000000 0.000000    -0.000000     1.353369 
2453183.605682 0.000000 0.000000    -0.000000     1.353369 
2453185.278195 0.000000 0.000000    -0.000000     1.353369 
2453186.950708 0.000000 0.000000    -0.000000     1.353369 
2453188.623221 0.000000 0.000000    -0.000000     1.353369 
2453190.295734 0.000000 0.000000    -0.000000     1.353369 
2453191.968247 0.000000 0.000000     0.000000     1.353369 
2453193.640761 0.000000 0.000000     0.000000     1.353369 
2453195.313274 0.000000 0.000000     0.000000     1.353369 
2453196.985787 0.000000 0.000000     0.000000     1.353369 
2453198.658300 0.000000 0.000000     0.000000     1.353369 
2453200.330813 0.000000 0.000000     0.000000     1.353369 
2453202.003326 0.000000 0.000000     0.000000     1.353369 
2453203.675839 0.000000 0.000000     0.000000     1.353369 
2453205.348352 0.000000 0.000000     0.000000     1.353369 
2453207.020865 0.000000 0.000000     0.000000     1.353369 
2453208.693378 0.000000 0.000000     0.000000     1.353369 
2453210.365892 0.000000 0.000000    -0.000000     1.353369 
2453212.038405 0.000000 0.000000    -0.000000     1.353369 
2453213.710918 0.000000 0.000000    -0.000000     1.353369 
2453215.383431 0.000000 0.000000    -0.000000     1.353369 
2453217.055944 0.000000 0.000000     0.000000     1.353369 
2453218.728457 0.000000 0.000000     0.000000     1.353369 
2453220.400970 0.000000 0.000000     0.000000     1.353369 
2453222.073483 0.000000 0.000000     0.000000     1.353369 
2453223.745996 0.000000 0.000000     0.000000     1.353369 
2453225.418509 0.000000 0.000000     0.000000     1.353369 
2453227.091023 0.000000 0.000000     0.000000     1.353369 
2453228.763536 0.000000 0.000000     0.000000     1.353369 
2453230.436049 0.000000 0.000000    -0.000000     1.353369 
2453232.108562 0.000000 0.000000    -0.000000     1.353369 
2453233.781075 0.000000 0.000000    -0.000000     1.353369 
2453235.453588 0.000000 0.000000    -0.000000     1.353369 
2453237.126101 0.000000 0.000000    -0.000000     1.353369 
2453238.798614 0.000000 0.000000     0.000000     1.353369 
2453240.471127 0.000000 0.000000     0.000000     1.353369 
2453242.143640 0.000000 0.000000     0.000000     1.353369 
2453243.816153 0.000000 0.000000     0.000000     1.353369 
2453245.488667 0.000000 0.000000     0.000000     1.353369 
2453247.161180 0.000000 0.000000     0.000000     1.353369 
